trip_id,pickup_datetime,dropoff_datetime,pickup_borough,dropoff_borough,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_year,trip_month
TRIP_000190,2023-04-10 17:16:33,2023-04-10 17:22:33,Bronx,Staten Island,3,4.97,19.04,1.89,21.43,Dispute,2023,4
TRIP_000191,2023-07-18 12:59:35,2023-07-18 14:12:35,Staten Island,Bronx,6,17.22,47.03,0.82,48.35,Cash,2023,7
TRIP_000192,2023-07-13 21:33:31,2023-07-13 21:43:31,Queens,Manhattan,6,2.71,12.48,3.43,16.41,Credit Card,2023,7
TRIP_000193,2023-04-19 12:35:35,2023-04-19 13:49:35,Queens,Staten Island,2,21.09,56.68,9.1,66.28,Credit Card,2023,4
TRIP_000194,2023-06-14 23:52:52,2023-06-15 00:52:52,Queens,Queens,6,18.79,49.58,4.23,54.31,Credit Card,2023,6
TRIP_000195,2023-01-07 06:34:06,2023-01-07 08:01:06,Queens,Staten Island,6,2.9,12.58,0.67,13.75,No Charge,2023,1
TRIP_000196,2023-07-16 19:14:45,2023-07-16 19:21:45,Bronx,Queens,6,10.71,29.28,5.3,35.08,Credit Card,2023,7
TRIP_000197,2023-11-16 09:32:23,2023-11-16 10:46:23,Bronx,Manhattan,3,2.57,10.75,2.23,13.48,Dispute,2023,11
TRIP_000198,2023-01-01 08:19:47,2023-01-01 09:39:47,Manhattan,Queens,4,3.74,16.12,1.44,18.06,Cash,2023,1
TRIP_000199,2023-11-06 22:24:31,2023-11-06 23:48:31,Staten Island,Brooklyn,5,18.79,51.04,0.51,52.05,No Charge,2023,11
TRIP_000200,2023-12-30 19:18:35,2023-12-30 20:29:35,Bronx,Brooklyn,6,2.34,11.05,2.83,14.38,Credit Card,2023,12
TRIP_000201,2023-03-20 18:39:43,2023-03-20 19:25:43,Manhattan,Staten Island,1,23.16,61.26,18.17,79.93,Dispute,2023,3
TRIP_000202,2023-03-23 18:10:33,2023-03-23 18:21:33,Staten Island,Bronx,3,10.76,30.55,4.24,35.29,Cash,2023,3
TRIP_000203,2023-05-08 19:48:36,2023-05-08 20:40:36,Staten Island,Manhattan,4,6.1,21.39,2.78,24.67,Dispute,2023,5
TRIP_000204,2023-05-16 12:15:47,2023-05-16 12:19:47,Staten Island,Staten Island,3,16.66,49.01,14.31,63.82,Credit Card,2023,5
TRIP_000205,2023-07-21 05:55:53,2023-07-21 06:43:53,Brooklyn,Queens,3,16.57,48.53,4.67,53.7,No Charge,2023,7
TRIP_000206,2023-04-19 13:50:38,2023-04-19 14:11:38,Staten Island,Bronx,6,19.18,52.62,14.66,67.78,Credit Card,2023,4
TRIP_000207,2023-09-20 11:39:18,2023-09-20 11:56:18,Brooklyn,Manhattan,6,8.51,27.16,6.59,34.25,Credit Card,2023,9
TRIP_000208,2023-03-13 02:08:31,2023-03-13 02:44:31,Bronx,Bronx,2,7.91,26.94,0.64,28.08,Credit Card,2023,3
TRIP_000209,2023-11-29 11:02:54,2023-11-29 11:50:54,Bronx,Brooklyn,4,4.83,14.74,1.23,16.47,Credit Card,2023,11
TRIP_000210,2023-11-05 03:21:57,2023-11-05 04:22:57,Bronx,Staten Island,5,0.82,8.85,1.56,10.91,Dispute,2023,11
TRIP_000211,2023-09-18 08:12:22,2023-09-18 09:01:22,Queens,Staten Island,3,18.79,50.76,13.15,64.41,Dispute,2023,9
TRIP_000212,2023-12-30 03:53:42,2023-12-30 04:44:42,Brooklyn,Brooklyn,4,16.84,44.83,1.05,46.38,Cash,2023,12
TRIP_000213,2023-11-20 05:56:36,2023-11-20 07:08:36,Manhattan,Brooklyn,2,20.38,53.58,14.52,68.6,No Charge,2023,11
TRIP_000214,2023-04-13 06:55:06,2023-04-13 07:44:06,Queens,Bronx,2,3.39,13.3,2.25,16.05,No Charge,2023,4
TRIP_000215,2023-06-03 06:56:24,2023-06-03 07:40:24,Queens,Staten Island,5,13.08,35.74,0.78,37.02,Cash,2023,6
TRIP_000216,2023-09-10 01:59:36,2023-09-10 03:12:36,Manhattan,Bronx,6,12.1,37.31,7.4,45.21,Credit Card,2023,9
TRIP_000217,2023-10-21 20:32:52,2023-10-21 21:30:52,Queens,Queens,1,23.14,64.13,13.03,77.66,Dispute,2023,10
TRIP_000218,2023-06-30 07:55:24,2023-06-30 08:56:24,Brooklyn,Queens,3,23.54,62.84,6.2,69.54,Credit Card,2023,6
TRIP_000219,2023-09-12 04:28:20,2023-09-12 04:33:20,Manhattan,Brooklyn,6,23.99,67.31,7.48,75.29,Credit Card,2023,9
TRIP_000220,2023-12-29 06:51:39,2023-12-29 07:25:39,Queens,Bronx,1,7.1,23.36,2.06,25.92,Credit Card,2023,12
TRIP_000221,2023-12-10 23:25:59,2023-12-11 00:31:59,Staten Island,Staten Island,2,1.85,12.02,1.7,14.22,Dispute,2023,12
TRIP_000222,2023-06-06 23:23:30,2023-06-07 00:05:30,Manhattan,Brooklyn,1,13.45,38.87,9.39,48.76,Cash,2023,6
TRIP_000223,2023-12-08 22:33:13,2023-12-08 23:57:13,Staten Island,Bronx,3,19.6,52.76,11.42,64.68,Credit Card,2023,12
TRIP_000224,2023-12-08 03:45:41,2023-12-08 03:52:41,Manhattan,Bronx,4,7.75,26.15,4.36,31.01,Cash,2023,12
TRIP_000225,2023-01-08 18:03:07,2023-01-08 19:20:07,Staten Island,Bronx,2,3.81,15.07,1.25,16.82,Credit Card,2023,1
TRIP_000226,2023-05-22 18:40:21,2023-05-22 19:31:21,Brooklyn,Staten Island,1,8.03,26.78,6.94,34.22,Credit Card,2023,5
TRIP_000227,2023-10-30 14:07:43,2023-10-30 14:16:43,Staten Island,Brooklyn,3,15.88,43.54,5.32,49.36,Dispute,2023,10
TRIP_000228,2023-05-14 02:25:06,2023-05-14 02:42:06,Manhattan,Brooklyn,3,3.2,12.5,1.75,14.75,Dispute,2023,5
TRIP_000229,2023-07-07 21:34:17,2023-07-07 22:45:17,Bronx,Manhattan,1,0.75,4.59,1.11,6.2,No Charge,2023,7
TRIP_000230,2023-09-30 23:11:35,2023-09-30 23:28:35,Brooklyn,Staten Island,5,3.73,13.72,3.15,17.37,No Charge,2023,9
TRIP_000231,2023-12-26 23:21:29,2023-12-27 00:05:29,Manhattan,Staten Island,5,18.5,52.93,1.86,55.29,Credit Card,2023,12
TRIP_000232,2023-07-24 08:20:01,2023-07-24 09:32:01,Manhattan,Manhattan,4,5.67,20.78,4.88,26.16,Credit Card,2023,7
TRIP_000233,2023-02-01 01:20:20,2023-02-01 02:33:20,Queens,Staten Island,6,16.11,46.04,0.64,47.18,Dispute,2023,2
TRIP_000234,2023-07-09 09:07:30,2023-07-09 10:12:30,Manhattan,Queens,1,19.51,54.1,8.96,63.56,Credit Card,2023,7
TRIP_000235,2023-07-06 23:15:13,2023-07-06 23:51:13,Staten Island,Brooklyn,3,14.76,43.05,0.17,43.72,Cash,2023,7
TRIP_000236,2023-09-16 01:28:01,2023-09-16 01:41:01,Staten Island,Brooklyn,1,11.6,34.86,3.75,39.11,Dispute,2023,9
TRIP_000237,2023-11-04 03:45:20,2023-11-04 04:24:20,Manhattan,Bronx,2,6.19,18.86,0.15,19.51,Cash,2023,11
TRIP_000238,2023-07-03 05:26:25,2023-07-03 06:51:25,Brooklyn,Manhattan,5,2.76,12.72,1.59,14.81,Cash,2023,7
TRIP_000239,2023-08-07 13:42:08,2023-08-07 14:06:08,Brooklyn,Manhattan,5,2.83,14.34,0.39,15.23,No Charge,2023,8
TRIP_000240,2023-06-15 16:46:24,2023-06-15 16:58:24,Brooklyn,Staten Island,6,4.99,16.29,4.2,20.99,Credit Card,2023,6
TRIP_000241,2023-06-28 22:34:45,2023-06-28 22:51:45,Manhattan,Bronx,4,11.59,33.37,8.96,42.83,Dispute,2023,6
TRIP_000242,2023-12-25 08:36:48,2023-12-25 09:49:48,Brooklyn,Bronx,5,19.01,52.84,1.66,55.0,Credit Card,2023,12
TRIP_000243,2023-09-11 11:27:49,2023-09-11 11:59:49,Bronx,Bronx,1,2.68,9.24,0.51,10.25,Dispute,2023,9
TRIP_000244,2023-06-29 13:08:38,2023-06-29 14:32:38,Manhattan,Queens,5,23.36,64.59,16.44,81.53,Dispute,2023,6
TRIP_000245,2023-09-29 18:23:55,2023-09-29 18:43:55,Staten Island,Bronx,2,16.4,46.66,1.2,48.36,No Charge,2023,9
TRIP_000246,2023-11-16 04:16:57,2023-11-16 05:21:57,Queens,Staten Island,5,24.59,67.86,18.47,86.83,Dispute,2023,11
TRIP_000247,2023-02-23 19:00:47,2023-02-23 19:58:47,Bronx,Queens,2,23.41,62.41,7.25,70.16,No Charge,2023,2
TRIP_000248,2023-12-06 05:04:30,2023-12-06 05:39:30,Brooklyn,Queens,3,15.19,41.72,8.88,51.1,Credit Card,2023,12
TRIP_000249,2023-11-25 20:05:12,2023-11-25 21:09:12,Brooklyn,Manhattan,6,16.96,46.67,9.69,56.86,Credit Card,2023,11
TRIP_000250,2023-08-19 10:27:42,2023-08-19 11:07:42,Bronx,Queens,2,12.97,39.37,9.53,49.4,Credit Card,2023,8
TRIP_000251,2023-10-26 06:21:45,2023-10-26 07:20:45,Bronx,Bronx,5,22.73,60.43,15.82,76.75,Cash,2023,10
TRIP_000252,2023-03-30 16:36:47,2023-03-30 16:53:47,Bronx,Staten Island,3,13.3,39.38,9.53,49.41,Cash,2023,3
TRIP_000253,2023-02-17 03:49:46,2023-02-17 05:15:46,Bronx,Queens,5,13.85,39.4,4.79,44.69,Credit Card,2023,2
TRIP_000254,2023-05-24 06:02:49,2023-05-24 06:34:49,Staten Island,Manhattan,5,20.66,58.99,6.18,65.67,Credit Card,2023,5
TRIP_000255,2023-05-21 07:57:10,2023-05-21 08:17:10,Brooklyn,Queens,1,15.19,42.32,6.25,49.07,Dispute,2023,5
TRIP_000256,2023-07-17 10:37:06,2023-07-17 11:35:06,Staten Island,Queens,5,4.89,19.06,3.25,22.81,No Charge,2023,7
TRIP_000257,2023-10-04 19:40:48,2023-10-04 20:00:48,Brooklyn,Manhattan,2,24.2,64.97,4.58,70.05,Credit Card,2023,10
TRIP_000258,2023-08-04 22:22:09,2023-08-04 22:36:09,Brooklyn,Brooklyn,4,17.22,47.22,0.37,48.09,Dispute,2023,8
TRIP_000259,2023-03-19 03:03:53,2023-03-19 03:23:53,Staten Island,Manhattan,2,4.51,15.64,0.02,16.16,No Charge,2023,3
TRIP_000260,2023-08-02 06:26:39,2023-08-02 07:30:39,Staten Island,Bronx,5,7.71,25.31,0.34,26.15,No Charge,2023,8
TRIP_000261,2023-02-16 15:25:22,2023-02-16 16:42:22,Brooklyn,Manhattan,2,12.27,36.47,9.63,46.6,Credit Card,2023,2
TRIP_000262,2023-04-28 01:52:35,2023-04-28 02:45:35,Staten Island,Manhattan,1,0.97,5.04,0.15,5.69,No Charge,2023,4
TRIP_000263,2023-04-16 10:43:19,2023-04-16 11:36:19,Staten Island,Manhattan,5,17.13,46.1,6.23,52.83,Cash,2023,4
TRIP_000264,2023-09-22 20:43:49,2023-09-22 21:13:49,Queens,Brooklyn,3,5.13,17.79,4.43,22.72,Credit Card,2023,9
TRIP_000265,2023-06-14 14:08:21,2023-06-14 14:11:21,Manhattan,Bronx,1,14.93,42.06,8.68,51.24,Cash,2023,6
TRIP_000266,2023-12-25 02:01:51,2023-12-25 02:54:51,Manhattan,Queens,3,8.44,27.04,4.33,31.87,Cash,2023,12
TRIP_000267,2023-08-23 17:08:38,2023-08-23 18:03:38,Bronx,Queens,5,6.47,20.7,4.5,25.7,Cash,2023,8
TRIP_000268,2023-12-24 18:00:54,2023-12-24 18:59:54,Bronx,Bronx,4,13.58,40.37,2.96,43.83,Dispute,2023,12
TRIP_000269,2023-10-26 23:18:44,2023-10-26 23:52:44,Bronx,Bronx,2,24.75,68.96,9.14,78.6,Credit Card,2023,10
TRIP_000270,2023-01-05 13:21:16,2023-01-05 14:23:16,Staten Island,Bronx,1,22.36,62.03,17.48,80.01,Credit Card,2023,1
TRIP_000271,2023-03-15 09:54:38,2023-03-15 10:35:38,Manhattan,Queens,2,13.75,39.72,7.75,47.97,Cash,2023,3
TRIP_000272,2023-03-01 20:23:10,2023-03-01 21:17:10,Brooklyn,Queens,3,5.33,17.91,1.76,20.17,No Charge,2023,3
TRIP_000273,2023-06-05 08:18:33,2023-06-05 09:10:33,Manhattan,Brooklyn,2,16.07,43.61,8.06,52.17,Dispute,2023,6
TRIP_000274,2023-12-15 07:38:08,2023-12-15 08:01:08,Brooklyn,Bronx,1,21.97,57.46,8.1,66.06,Cash,2023,12
TRIP_000275,2023-03-19 15:19:22,2023-03-19 16:21:22,Manhattan,Staten Island,1,2.83,12.09,1.26,13.85,Cash,2023,3
TRIP_000276,2023-05-14 03:23:03,2023-05-14 03:54:03,Bronx,Queens,3,14.88,40.23,11.78,52.51,Cash,2023,5
TRIP_000277,2023-09-17 05:55:04,2023-09-17 06:05:04,Manhattan,Brooklyn,5,15.63,41.95,8.45,50.9,Cash,2023,9
TRIP_000278,2023-12-08 09:59:10,2023-12-08 10:19:10,Manhattan,Bronx,5,21.63,60.76,13.77,75.03,No Charge,2023,12
TRIP_000279,2023-01-18 19:12:38,2023-01-18 19:15:38,Staten Island,Bronx,6,7.21,22.9,5.44,28.84,Cash,2023,1
TRIP_000280,2023-11-18 12:18:34,2023-11-18 12:21:34,Staten Island,Manhattan,1,21.56,59.86,13.33,73.69,Dispute,2023,11
TRIP_000281,2023-09-05 08:46:35,2023-09-05 09:00:35,Staten Island,Queens,2,4.11,16.71,3.76,20.97,Credit Card,2023,9
TRIP_000282,2023-05-08 04:54:48,2023-05-08 05:56:48,Bronx,Brooklyn,5,4.13,14.65,1.6,16.75,No Charge,2023,5
TRIP_000283,2023-05-09 20:18:10,2023-05-09 21:19:10,Brooklyn,Queens,2,9.32,27.61,3.28,31.39,Cash,2023,5
TRIP_000284,2023-03-22 17:17:48,2023-03-22 18:09:48,Bronx,Queens,4,23.21,65.13,6.01,71.64,Cash,2023,3
TRIP_000285,2023-05-08 20:54:03,2023-05-08 21:14:03,Queens,Brooklyn,1,22.96,60.58,1.55,62.63,No Charge,2023,5
TRIP_000286,2023-08-27 15:38:40,2023-08-27 16:23:40,Brooklyn,Queens,6,2.06,9.94,0.47,10.91,No Charge,2023,8
TRIP_000287,2023-02-17 02:59:15,2023-02-17 03:29:15,Staten Island,Manhattan,3,7.21,21.94,2.3,24.74,Dispute,2023,2
TRIP_000288,2023-06-06 06:57:53,2023-06-06 07:34:53,Bronx,Manhattan,6,12.46,35.43,6.22,42.15,Cash,2023,6
TRIP_000289,2023-06-10 01:34:02,2023-06-10 02:02:02,Brooklyn,Queens,1,4.7,16.27,0.13,16.9,Dispute,2023,6
TRIP_000290,2023-08-15 14:24:46,2023-08-15 15:44:46,Queens,Staten Island,1,17.24,46.22,9.79,56.51,Dispute,2023,8
TRIP_000291,2023-01-17 19:03:36,2023-01-17 20:20:36,Manhattan,Staten Island,1,6.49,22.03,1.74,24.27,Credit Card,2023,1
TRIP_000292,2023-11-24 06:12:29,2023-11-24 06:57:29,Staten Island,Brooklyn,4,6.56,19.11,2.88,22.49,No Charge,2023,11
TRIP_000293,2023-06-09 16:37:21,2023-06-09 16:56:21,Queens,Queens,3,6.39,18.53,4.23,23.26,Credit Card,2023,6
TRIP_000294,2023-08-07 05:28:02,2023-08-07 06:09:02,Staten Island,Bronx,6,22.29,58.43,12.06,70.99,Credit Card,2023,8
TRIP_000295,2023-04-13 06:49:43,2023-04-13 08:12:43,Queens,Staten Island,2,2.72,11.82,3.36,15.68,Dispute,2023,4
TRIP_000296,2023-11-22 21:57:19,2023-11-22 22:41:19,Queens,Brooklyn,1,10.54,29.74,1.84,32.08,Credit Card,2023,11
TRIP_000297,2023-02-05 16:12:24,2023-02-05 16:39:24,Staten Island,Queens,6,3.39,11.04,1.36,12.9,Cash,2023,2
TRIP_000298,2023-11-09 07:17:38,2023-11-09 08:28:38,Queens,Brooklyn,6,23.65,64.11,5.49,70.1,No Charge,2023,11
TRIP_000299,2023-04-26 19:02:01,2023-04-26 20:03:01,Manhattan,Staten Island,1,16.75,47.58,10.16,58.24,Credit Card,2023,4
TRIP_000300,2023-08-09 13:59:33,2023-08-09 14:46:33,Brooklyn,Bronx,1,1.0,7.18,0.52,8.2,Cash,2023,8
TRIP_000301,2023-12-10 19:09:53,2023-12-10 20:04:53,Queens,Manhattan,5,1.54,8.14,0.67,9.31,Credit Card,2023,12
TRIP_000302,2023-03-18 03:53:45,2023-03-18 05:00:45,Staten Island,Bronx,3,4.67,18.56,2.1,21.16,Dispute,2023,3
TRIP_000303,2023-01-13 15:03:34,2023-01-13 16:14:34,Bronx,Bronx,3,20.19,55.3,0.79,56.59,Dispute,2023,1
TRIP_000304,2023-06-08 19:54:50,2023-06-08 20:39:50,Brooklyn,Brooklyn,5,11.52,31.36,9.33,41.19,No Charge,2023,6
TRIP_000305,2023-08-09 02:24:07,2023-08-09 02:39:07,Brooklyn,Bronx,6,13.57,36.86,6.7,44.06,Credit Card,2023,8
TRIP_000306,2023-08-19 08:46:05,2023-08-19 10:04:05,Brooklyn,Queens,2,15.88,42.68,9.16,52.34,No Charge,2023,8
TRIP_000307,2023-02-05 19:35:40,2023-02-05 20:43:40,Brooklyn,Manhattan,5,14.28,39.89,2.72,43.11,No Charge,2023,2
TRIP_000308,2023-08-01 18:03:21,2023-08-01 19:00:21,Bronx,Brooklyn,1,3.01,11.34,0.37,12.21,Dispute,2023,8
TRIP_000309,2023-06-27 00:21:20,2023-06-27 01:51:20,Staten Island,Staten Island,6,8.93,27.2,2.32,30.02,Dispute,2023,6
TRIP_000310,2023-10-26 00:58:27,2023-10-26 02:06:27,Bronx,Bronx,6,12.98,37.97,2.46,40.93,Dispute,2023,10
TRIP_000311,2023-10-02 21:24:52,2023-10-02 21:33:52,Queens,Bronx,4,16.68,48.32,11.08,59.9,No Charge,2023,10
TRIP_000312,2023-02-11 01:50:24,2023-02-11 02:39:24,Brooklyn,Brooklyn,5,15.32,43.51,7.43,51.44,No Charge,2023,2
TRIP_000313,2023-10-15 08:27:35,2023-10-15 09:22:35,Staten Island,Queens,1,1.7,7.64,0.32,8.46,Credit Card,2023,10
TRIP_000314,2023-10-20 21:55:51,2023-10-20 22:27:51,Staten Island,Manhattan,6,7.68,23.65,6.98,31.13,No Charge,2023,10
TRIP_000315,2023-04-11 02:37:46,2023-04-11 03:44:46,Queens,Staten Island,6,10.36,31.07,4.43,36.0,No Charge,2023,4
TRIP_000316,2023-08-18 02:51:52,2023-08-18 03:54:52,Manhattan,Manhattan,1,5.83,19.77,3.01,23.28,Dispute,2023,8
TRIP_000317,2023-05-22 01:47:57,2023-05-22 02:50:57,Brooklyn,Manhattan,3,21.15,55.45,13.24,69.19,Cash,2023,5
TRIP_000318,2023-12-01 20:30:33,2023-12-01 20:36:33,Queens,Staten Island,6,18.5,49.88,11.61,61.99,No Charge,2023,12
TRIP_000319,2023-04-25 06:44:34,2023-04-25 07:36:34,Staten Island,Queens,1,2.79,9.97,2.7,13.17,Credit Card,2023,4
TRIP_000320,2023-12-17 00:00:15,2023-12-17 00:26:15,Bronx,Manhattan,5,12.35,34.6,4.2,39.3,Credit Card,2023,12
TRIP_000321,2023-07-04 07:19:14,2023-07-04 08:00:14,Brooklyn,Brooklyn,1,1.4,7.84,2.15,10.49,Credit Card,2023,7
TRIP_000322,2023-05-08 04:35:19,2023-05-08 05:19:19,Manhattan,Queens,4,1.3,10.07,2.81,13.38,Cash,2023,5
TRIP_000323,2023-02-13 13:33:00,2023-02-13 14:04:00,Staten Island,Bronx,2,5.53,20.33,4.34,25.17,Credit Card,2023,2
TRIP_000324,2023-09-02 00:37:20,2023-09-02 01:43:20,Brooklyn,Brooklyn,5,12.02,37.07,2.3,39.87,Credit Card,2023,9
TRIP_000325,2023-05-22 07:34:01,2023-05-22 08:00:01,Brooklyn,Staten Island,5,7.87,25.49,7.46,33.45,Dispute,2023,5
TRIP_000326,2023-06-26 00:03:02,2023-06-26 00:13:02,Staten Island,Bronx,4,14.14,38.46,1.81,40.77,Cash,2023,6
TRIP_000327,2023-11-28 03:35:32,2023-11-28 04:45:32,Queens,Brooklyn,5,12.31,34.79,2.82,38.11,Cash,2023,11
TRIP_000328,2023-02-21 18:30:10,2023-02-21 19:38:10,Queens,Bronx,3,10.9,33.68,5.51,39.69,No Charge,2023,2
TRIP_000329,2023-01-17 00:31:22,2023-01-17 01:00:22,Staten Island,Queens,6,9.9,28.89,6.89,36.28,No Charge,2023,1
TRIP_000330,2023-04-22 18:40:37,2023-04-22 19:35:37,Manhattan,Brooklyn,5,14.06,40.77,10.9,52.17,Cash,2023,4
TRIP_000331,2023-06-18 08:22:40,2023-06-18 09:40:40,Staten Island,Brooklyn,2,13.49,39.98,9.69,50.17,No Charge,2023,6
TRIP_000332,2023-06-04 12:36:28,2023-06-04 13:19:28,Brooklyn,Staten Island,3,7.2,21.83,2.83,25.16,No Charge,2023,6
TRIP_000333,2023-01-13 17:54:14,2023-01-13 19:22:14,Staten Island,Brooklyn,1,2.71,13.29,3.92,17.71,Cash,2023,1
TRIP_000334,2023-03-30 22:29:11,2023-03-30 22:34:11,Queens,Staten Island,6,11.09,33.6,7.51,41.61,Credit Card,2023,3
TRIP_000335,2023-08-11 12:09:53,2023-08-11 13:17:53,Brooklyn,Bronx,2,7.72,24.55,5.23,30.28,Credit Card,2023,8
TRIP_000336,2023-05-09 11:19:55,2023-05-09 12:22:55,Manhattan,Staten Island,4,10.64,34.07,0.1,34.67,Cash,2023,5
TRIP_000337,2023-01-01 15:03:42,2023-01-01 15:19:42,Brooklyn,Queens,2,2.42,12.98,3.41,16.89,Dispute,2023,1
TRIP_000338,2023-11-01 21:02:03,2023-11-01 21:21:03,Brooklyn,Queens,6,20.6,57.41,4.5,62.41,No Charge,2023,11
TRIP_000339,2023-07-12 23:06:34,2023-07-13 00:15:34,Bronx,Manhattan,1,24.0,66.81,6.46,73.77,No Charge,2023,7
TRIP_000340,2023-11-07 03:17:23,2023-11-07 03:53:23,Staten Island,Bronx,2,17.93,48.68,0.62,49.8,No Charge,2023,11
TRIP_000341,2023-02-19 02:43:07,2023-02-19 03:59:07,Brooklyn,Manhattan,1,16.43,44.24,12.06,56.8,Credit Card,2023,2
TRIP_000342,2023-12-18 13:10:47,2023-12-18 13:57:47,Brooklyn,Bronx,3,18.7,52.92,7.38,60.8,No Charge,2023,12
TRIP_000343,2023-11-07 08:06:41,2023-11-07 09:27:41,Brooklyn,Manhattan,6,22.07,61.83,6.67,69.0,Credit Card,2023,11
TRIP_000344,2023-09-18 22:46:05,2023-09-18 23:47:05,Staten Island,Queens,6,15.34,42.33,12.09,54.92,Credit Card,2023,9
TRIP_000345,2023-07-19 07:07:08,2023-07-19 08:19:08,Bronx,Queens,1,13.91,41.82,6.64,48.96,No Charge,2023,7
TRIP_000346,2023-05-26 03:57:11,2023-05-26 04:31:11,Brooklyn,Bronx,1,10.19,30.97,5.16,36.63,Cash,2023,5
TRIP_000347,2023-03-13 18:15:47,2023-03-13 19:11:47,Staten Island,Staten Island,2,22.06,60.08,14.77,75.35,Credit Card,2023,3
TRIP_000348,2023-12-18 12:35:13,2023-12-18 13:35:13,Queens,Staten Island,5,18.4,50.63,15.07,66.2,Credit Card,2023,12
TRIP_000349,2023-08-26 13:39:22,2023-08-26 14:04:22,Brooklyn,Staten Island,6,14.12,38.63,10.94,50.07,Credit Card,2023,8
TRIP_000350,2023-11-22 04:55:08,2023-11-22 05:41:08,Manhattan,Manhattan,4,12.33,37.0,10.16,47.66,Credit Card,2023,11
TRIP_000351,2023-02-07 01:12:49,2023-02-07 02:02:49,Bronx,Bronx,3,18.68,49.87,5.77,56.14,No Charge,2023,2
TRIP_000352,2023-03-23 09:26:58,2023-03-23 10:48:58,Bronx,Queens,5,5.33,20.39,5.74,26.63,Cash,2023,3
TRIP_000353,2023-08-31 20:58:21,2023-08-31 21:23:21,Brooklyn,Queens,2,6.39,23.0,4.92,28.42,Cash,2023,8
TRIP_000354,2023-05-12 04:21:02,2023-05-12 05:40:02,Brooklyn,Staten Island,2,1.04,6.88,0.63,8.01,Dispute,2023,5
TRIP_000355,2023-11-29 18:04:56,2023-11-29 19:22:56,Bronx,Queens,6,20.72,57.86,14.29,72.65,Credit Card,2023,11
TRIP_000356,2023-08-23 07:18:26,2023-08-23 08:09:26,Queens,Queens,4,11.52,33.93,2.03,36.46,Cash,2023,8
TRIP_000357,2023-05-22 15:00:44,2023-05-22 16:02:44,Brooklyn,Manhattan,2,16.26,44.01,9.42,53.93,Credit Card,2023,5
TRIP_000358,2023-11-04 19:37:18,2023-11-04 20:41:18,Brooklyn,Manhattan,3,20.67,55.27,2.57,58.34,Credit Card,2023,11
TRIP_000359,2023-01-02 21:34:22,2023-01-02 21:45:22,Bronx,Staten Island,4,8.58,26.53,0.93,27.96,Cash,2023,1
TRIP_000360,2023-08-18 05:09:35,2023-08-18 05:16:35,Queens,Brooklyn,6,2.15,11.18,2.09,13.77,No Charge,2023,8
TRIP_000361,2023-11-17 12:05:27,2023-11-17 12:35:27,Queens,Manhattan,6,10.26,29.71,0.25,30.46,Credit Card,2023,11
TRIP_000362,2023-01-27 07:53:50,2023-01-27 08:49:50,Staten Island,Queens,5,8.45,28.07,0.44,29.01,Cash,2023,1
TRIP_000363,2023-05-04 20:36:02,2023-05-04 20:42:02,Staten Island,Brooklyn,5,22.53,60.64,4.18,65.32,Dispute,2023,5
TRIP_000364,2023-12-04 12:52:32,2023-12-04 12:55:32,Manhattan,Staten Island,3,19.1,54.82,12.36,67.68,No Charge,2023,12
TRIP_000365,2023-10-25 09:50:42,2023-10-25 09:57:42,Brooklyn,Brooklyn,1,7.63,23.93,6.4,30.83,Dispute,2023,10
TRIP_000366,2023-01-13 04:28:24,2023-01-13 05:04:24,Brooklyn,Bronx,6,4.94,16.5,2.12,19.12,Cash,2023,1
TRIP_000367,2023-12-30 03:27:11,2023-12-30 03:41:11,Staten Island,Bronx,5,24.31,65.31,14.38,80.19,Credit Card,2023,12
TRIP_000368,2023-10-13 19:50:32,2023-10-13 20:06:32,Brooklyn,Brooklyn,1,21.77,61.12,1.86,63.48,No Charge,2023,10
TRIP_000369,2023-12-04 07:46:30,2023-12-04 08:50:30,Manhattan,Staten Island,3,2.92,10.57,2.28,13.35,No Charge,2023,12
TRIP_000370,2023-04-09 05:54:35,2023-04-09 07:01:35,Bronx,Manhattan,1,18.51,53.69,6.82,61.01,Cash,2023,4
TRIP_000371,2023-10-09 03:56:08,2023-10-09 04:19:08,Staten Island,Brooklyn,5,10.89,34.01,4.16,38.67,No Charge,2023,10
TRIP_000372,2023-10-19 00:35:07,2023-10-19 01:56:07,Staten Island,Manhattan,2,14.01,41.21,8.24,49.95,Credit Card,2023,10
TRIP_000373,2023-09-10 11:07:53,2023-09-10 12:06:53,Manhattan,Brooklyn,1,14.48,39.1,6.95,46.55,Dispute,2023,9
TRIP_000374,2023-01-30 21:53:11,2023-01-30 22:21:11,Manhattan,Staten Island,4,22.12,60.24,0.61,61.35,Cash,2023,1
TRIP_000375,2023-10-23 03:03:42,2023-10-23 03:57:42,Bronx,Staten Island,4,16.86,47.19,11.22,58.91,Credit Card,2023,10
TRIP_000376,2023-04-26 17:16:10,2023-04-26 17:50:10,Staten Island,Brooklyn,3,8.03,24.62,3.71,28.83,Dispute,2023,4
TRIP_000377,2023-06-08 20:19:43,2023-06-08 21:37:43,Bronx,Manhattan,1,6.84,21.6,3.63,25.73,Dispute,2023,6
TRIP_000378,2023-02-03 15:25:41,2023-02-03 15:31:41,Staten Island,Manhattan,4,17.07,48.32,6.25,55.07,Cash,2023,2
